id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,food_subsidy,training_program,nrega_program
210607100,21,Rajasthan,25.36%,15900,Uplifted 25.36% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
241903211,24,Tripura,24.95%,12500,Uplifted 24.95% in Tripura due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
220701111,22,Tamil Nadu,24.39%,12500,Uplifted 24.39% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
60906200,6,Goa,24.03%,15900,Uplifted 24.03% in Goa due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
201201241,20,Punjab,23.33%,12500,Uplifted 23.33% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
190907200,19,Odisha,23.27%,15200,Uplifted 23.27% in Odisha due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
96502100,9,Himachal Pradesh,23.2%,15200,Uplifted 23.2% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
221301111,22,Tamil Nadu,22.95%,17900,Uplifted 22.95% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
30103111,3,Assam,22.8%,15200,Uplifted 22.8% in Assam due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
2013070101,20,Punjab,22.56%,14550,Uplifted 22.56% in Punjab due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
311070101,3,Assam,22.31%,14550,Uplifted 22.31% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
210701111,21,Rajasthan,22.23%,17900,Uplifted 22.23% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
2701010111,27,West Bengal,21.77%,15900,Uplifted 21.77% in West Bengal due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
710010109,7,Gujarat,21.73%,14550,Uplifted 21.73% in Gujarat due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
220903111,22,Tamil Nadu,21.7%,15900,Uplifted 21.7% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2312010111,23,Telangana,21.68%,11850,Uplifted 21.68% in Telangana due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
234202113,23,Telangana,21.63%,12500,Uplifted 21.63% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
200207100,20,Punjab,21.52%,17900,Uplifted 21.52% in Punjab due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
181707200,18,Nagaland,21.49%,16550,Uplifted 21.49% in Nagaland due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
618060203,6,Goa,21.36%,10050,Uplifted 21.36% in Goa due to Cash Transfer (500) + Food Subsidy (450) + Nrega Program (1) for 9 months.,500,450,0,1
273003121,27,West Bengal,21.23%,14300,Uplifted 21.23% in West Bengal due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
180610100,18,Nagaland,21.18%,12300,Uplifted 21.18% in Nagaland due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
270602112,27,West Bengal,21.15%,14300,Uplifted 21.15% in West Bengal due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
220906100,22,Tamil Nadu,21.1%,12500,Uplifted 21.1% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
211802311,21,Rajasthan,21.07%,15900,Uplifted 21.07% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2702050101,27,West Bengal,21.01%,15900,Uplifted 21.01% in West Bengal due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
212105100,21,Rajasthan,21.01%,15200,Uplifted 21.01% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
300104200,30,Dadra and Nagar Haveli,21.0%,10500,Uplifted 21.0% in Dadra and Nagar Haveli due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
230505114,23,Telangana,20.96%,12300,Uplifted 20.96% in Telangana due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
113140101,1,Andhra Pradesh,20.88%,15900,Uplifted 20.88% in Andhra Pradesh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
272607200,27,West Bengal,20.88%,14550,Uplifted 20.88% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
103206200,10,Jharkhand,20.86%,12500,Uplifted 20.86% in Jharkhand due to Cash Transfer (700) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,700,300,1,1
101407100,10,Jharkhand,20.67%,13850,Uplifted 20.67% in Jharkhand due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
311040212,3,Assam,20.62%,15900,Uplifted 20.62% in Assam due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2905350111,29,Chandigarh,20.59%,15200,Uplifted 20.59% in Chandigarh due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
2215050202,22,Tamil Nadu,20.54%,14550,Uplifted 20.54% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
825020112,8,Haryana,20.52%,11850,Uplifted 20.52% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
280107100,28,Andaman and Nicobar Islands,20.52%,16550,Uplifted 20.52% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2201010111,22,Tamil Nadu,20.51%,14550,Uplifted 20.51% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
30201111,3,Assam,20.49%,16550,Uplifted 20.49% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2211020111,22,Tamil Nadu,20.49%,13200,Uplifted 20.49% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
211802211,21,Rajasthan,20.48%,14550,Uplifted 20.48% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
210703111,21,Rajasthan,20.47%,17900,Uplifted 20.47% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
233602111,23,Telangana,20.47%,14550,Uplifted 20.47% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
282007100,28,Andaman and Nicobar Islands,20.44%,14550,Uplifted 20.44% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2344070202,23,Telangana,20.35%,15900,Uplifted 20.35% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2801070101,28,Andaman and Nicobar Islands,20.26%,15200,Uplifted 20.26% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
2917020102,29,Chandigarh,20.16%,11850,Uplifted 20.16% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
212801100,21,Rajasthan,20.07%,17900,Uplifted 20.07% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
210802311,21,Rajasthan,19.99%,13850,Uplifted 19.99% in Rajasthan due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
1806060101,18,Nagaland,19.98%,13200,Uplifted 19.98% in Nagaland due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
231706200,23,Telangana,19.97%,14300,Uplifted 19.97% in Telangana due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
90301111,9,Himachal Pradesh,19.9%,12300,Uplifted 19.9% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
331504111,33,Lakshadweep,19.8%,16550,Uplifted 19.8% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
1802080101,18,Nagaland,19.78%,13200,Uplifted 19.78% in Nagaland due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
2907060101,29,Chandigarh,19.77%,15900,Uplifted 19.77% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
712020102,7,Gujarat,19.74%,16550,Uplifted 19.74% in Gujarat due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
272002111,27,West Bengal,19.7%,16550,Uplifted 19.7% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
190607100,19,Odisha,19.52%,14300,Uplifted 19.52% in Odisha due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
2206020201,22,Tamil Nadu,19.47%,11850,Uplifted 19.47% in Tamil Nadu due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
3329060101,33,Lakshadweep,19.47%,13850,Uplifted 19.47% in Lakshadweep due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
95905200,9,Himachal Pradesh,19.43%,12300,Uplifted 19.43% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
210803111,21,Rajasthan,19.42%,15200,Uplifted 19.42% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
71025100,7,Gujarat,19.41%,12500,Uplifted 19.41% in Gujarat due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
95104100,9,Himachal Pradesh,19.4%,16550,Uplifted 19.4% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
311120111,3,Assam,19.22%,15900,Uplifted 19.22% in Assam due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
92001100,9,Himachal Pradesh,19.21%,9600,Uplifted 19.21% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (200) + Nrega Program (1) for 9 months.,700,200,0,1
281007100,28,Andaman and Nicobar Islands,19.1%,14550,Uplifted 19.1% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
272703111,27,West Bengal,19.09%,16550,Uplifted 19.09% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
290531111,29,Chandigarh,19.05%,16550,Uplifted 19.05% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2415040111,24,Tripura,19.0%,14550,Uplifted 19.0% in Tripura due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1014070101,10,Jharkhand,18.98%,14550,Uplifted 18.98% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
305050101,3,Assam,18.97%,14550,Uplifted 18.97% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
234103100,23,Telangana,18.97%,14550,Uplifted 18.97% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
211404111,21,Rajasthan,18.95%,13850,Uplifted 18.95% in Rajasthan due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
191108100,19,Odisha,18.94%,13200,Uplifted 18.94% in Odisha due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
180608200,18,Nagaland,18.94%,14550,Uplifted 18.94% in Nagaland due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
120001100,12,Kerala,18.92%,16550,Uplifted 18.92% in Kerala due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
82403212,8,Haryana,18.9%,14550,Uplifted 18.9% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
31111221,3,Assam,18.89%,15200,Uplifted 18.89% in Assam due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
190906113,19,Odisha,18.79%,14550,Uplifted 18.79% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2210090101,22,Tamil Nadu,18.76%,14550,Uplifted 18.76% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2421040111,24,Tripura,18.75%,14550,Uplifted 18.75% in Tripura due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
80603111,8,Haryana,18.73%,14300,Uplifted 18.73% in Haryana due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
170002200,17,Mizoram,18.7%,12500,Uplifted 18.7% in Mizoram due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
211906100,21,Rajasthan,18.7%,13850,Uplifted 18.7% in Rajasthan due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
212402111,21,Rajasthan,18.65%,16550,Uplifted 18.65% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
211805221,21,Rajasthan,18.64%,17900,Uplifted 18.64% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
3304050101,33,Lakshadweep,18.63%,13050,Uplifted 18.63% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
180207100,18,Nagaland,18.63%,14550,Uplifted 18.63% in Nagaland due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2714070101,27,West Bengal,18.63%,11700,Uplifted 18.63% in West Bengal due to Cash Transfer (1000) + Food Subsidy (300) for 9 months.,1000,300,0,0
96701311,9,Himachal Pradesh,18.62%,10500,Uplifted 18.62% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
2912030102,29,Chandigarh,18.59%,13200,Uplifted 18.59% in Chandigarh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
212801200,21,Rajasthan,18.59%,12300,Uplifted 18.59% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
301100101,3,Assam,18.58%,14550,Uplifted 18.58% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
94908100,9,Himachal Pradesh,18.57%,10500,Uplifted 18.57% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
170001100,17,Mizoram,18.56%,14300,Uplifted 18.56% in Mizoram due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
1032050201,10,Jharkhand,18.53%,14550,Uplifted 18.53% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
815010121,8,Haryana,18.53%,15900,Uplifted 18.53% in Haryana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
10506200,1,Andhra Pradesh,18.51%,15200,Uplifted 18.51% in Andhra Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
82605200,8,Haryana,18.46%,14550,Uplifted 18.46% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
3309030101,33,Lakshadweep,18.42%,15200,Uplifted 18.42% in Lakshadweep due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
1916080101,19,Odisha,18.42%,14550,Uplifted 18.42% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
320812100,32,Delhi,18.4%,14400,Uplifted 18.4% in Delhi due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
2017080101,20,Punjab,18.37%,15900,Uplifted 18.37% in Punjab due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2101010101,21,Rajasthan,18.36%,14300,Uplifted 18.36% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
210701112,21,Rajasthan,18.36%,14300,Uplifted 18.36% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
90107100,9,Himachal Pradesh,18.35%,13200,Uplifted 18.35% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
617060101,6,Goa,18.35%,15200,Uplifted 18.35% in Goa due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
170006100,17,Mizoram,18.34%,10500,Uplifted 18.34% in Mizoram due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
83201112,8,Haryana,18.33%,14550,Uplifted 18.33% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
82007200,8,Haryana,18.31%,14550,Uplifted 18.31% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
272706200,27,West Bengal,18.29%,12300,Uplifted 18.29% in West Bengal due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
230905100,23,Telangana,18.26%,8900,Uplifted 18.26% in Telangana due to Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,0,600,1,1
230506200,23,Telangana,18.25%,14300,Uplifted 18.25% in Telangana due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
1204070201,12,Kerala,18.21%,14550,Uplifted 18.21% in Kerala due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2726060101,27,West Bengal,18.2%,15900,Uplifted 18.2% in West Bengal due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2917010201,29,Chandigarh,18.19%,12300,Uplifted 18.19% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2911040201,29,Chandigarh,18.18%,13050,Uplifted 18.18% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
2014080201,20,Punjab,18.16%,14550,Uplifted 18.16% in Punjab due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2202050101,22,Tamil Nadu,18.15%,15900,Uplifted 18.15% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
316070201,3,Assam,18.14%,13850,Uplifted 18.14% in Assam due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
282304111,28,Andaman and Nicobar Islands,18.13%,10250,Uplifted 18.13% in Andaman and Nicobar Islands due to Cash Transfer (300) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,300,450,1,1
815020111,8,Haryana,18.12%,13850,Uplifted 18.12% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
608010121,6,Goa,18.12%,11850,Uplifted 18.12% in Goa due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
281003112,28,Andaman and Nicobar Islands,18.11%,14550,Uplifted 18.11% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2337020111,23,Telangana,18.11%,13200,Uplifted 18.11% in Telangana due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
291203100,29,Chandigarh,18.1%,14550,Uplifted 18.1% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
212902100,21,Rajasthan,18.08%,15900,Uplifted 18.08% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
331009311,33,Lakshadweep,18.08%,14300,Uplifted 18.08% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
2316060101,23,Telangana,18.05%,13050,Uplifted 18.05% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
271501100,27,West Bengal,18.04%,11700,Uplifted 18.04% in West Bengal due to Cash Transfer (700) + Food Subsidy (600) for 9 months.,700,600,0,0
320705100,32,Delhi,18.04%,13400,Uplifted 18.04% in Delhi due to Cash Transfer (500) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,500,600,1,1
331502211,33,Lakshadweep,18.03%,7800,Uplifted 18.03% in Lakshadweep due to Cash Transfer (700) + Nrega Program (1) for 9 months.,700,0,0,1
2708030101,27,West Bengal,18.0%,10500,Uplifted 18.0% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
211509111,21,Rajasthan,17.99%,17900,Uplifted 17.99% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
102204200,10,Jharkhand,17.98%,13200,Uplifted 17.98% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
292533211,29,Chandigarh,17.95%,12500,Uplifted 17.95% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
81801100,8,Haryana,17.88%,9600,Uplifted 17.88% in Haryana due to Cash Transfer (700) + Food Subsidy (200) + Nrega Program (1) for 9 months.,700,200,0,1
180603200,18,Nagaland,17.87%,14300,Uplifted 17.87% in Nagaland due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
618030131,6,Goa,17.84%,14550,Uplifted 17.84% in Goa due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1204060201,12,Kerala,17.81%,10800,Uplifted 17.81% in Kerala due to Cash Transfer (1000) + Food Subsidy (200) for 9 months.,1000,200,0,0
3305040111,33,Lakshadweep,17.8%,11850,Uplifted 17.8% in Lakshadweep due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
30501111,3,Assam,17.78%,8000,Uplifted 17.78% in Assam due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 9 months.,500,0,1,1
2924080101,29,Chandigarh,17.72%,13850,Uplifted 17.72% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
81506100,8,Haryana,17.72%,15200,Uplifted 17.72% in Haryana due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
230802111,23,Telangana,17.71%,12300,Uplifted 17.71% in Telangana due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
241201111,24,Tripura,17.69%,14300,Uplifted 17.69% in Tripura due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
190709100,19,Odisha,17.69%,15200,Uplifted 17.69% in Odisha due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
321102311,32,Delhi,17.68%,16550,Uplifted 17.68% in Delhi due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2121060101,21,Rajasthan,17.67%,14550,Uplifted 17.67% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
232308100,23,Telangana,17.63%,10500,Uplifted 17.63% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
201707200,20,Punjab,17.61%,12300,Uplifted 17.61% in Punjab due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2315020101,23,Telangana,17.61%,15900,Uplifted 17.61% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
272001111,27,West Bengal,17.6%,12500,Uplifted 17.6% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
221007100,22,Tamil Nadu,17.59%,10500,Uplifted 17.59% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
1104040109,11,Karnataka,17.57%,13200,Uplifted 17.57% in Karnataka due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
