id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,food_subsidy,training_program,nrega_program
2412070101,24,Tripura,14.45%,16550,Uplifted 14.45% in Tripura due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2320010112,23,Telangana,14.44%,15900,Uplifted 14.44% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
83207200,8,Haryana,14.44%,7800,Uplifted 14.44% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 9 months.,700,0,0,1
180606200,18,Nagaland,14.43%,10500,Uplifted 14.43% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
2421030101,24,Tripura,14.43%,14550,Uplifted 14.43% in Tripura due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
206060101,2,Arunachal Pradesh,14.43%,13200,Uplifted 14.43% in Arunachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
2305060201,23,Telangana,14.42%,13850,Uplifted 14.42% in Telangana due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
929020101,9,Himachal Pradesh,14.42%,13200,Uplifted 14.42% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
929010101,9,Himachal Pradesh,14.42%,13200,Uplifted 14.42% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
71023100,7,Gujarat,14.41%,13050,Uplifted 14.41% in Gujarat due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
330506100,33,Lakshadweep,14.41%,14300,Uplifted 14.41% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
2804060101,28,Andaman and Nicobar Islands,14.4%,12300,Uplifted 14.4% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2320060101,23,Telangana,14.39%,14550,Uplifted 14.39% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
95404100,9,Himachal Pradesh,14.38%,12500,Uplifted 14.38% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
2207020111,22,Tamil Nadu,14.38%,14550,Uplifted 14.38% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
30106200,3,Assam,14.38%,14300,Uplifted 14.38% in Assam due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
230502112,23,Telangana,14.37%,14550,Uplifted 14.37% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2323030111,23,Telangana,14.36%,15900,Uplifted 14.36% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
1002010111,10,Jharkhand,14.36%,13200,Uplifted 14.36% in Jharkhand due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
96701312,9,Himachal Pradesh,14.36%,12300,Uplifted 14.36% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2905360111,29,Chandigarh,14.35%,13200,Uplifted 14.35% in Chandigarh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
30403100,3,Assam,14.34%,16400,Uplifted 14.34% in Assam due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) for 9 months.,1000,600,1,0
1022010111,10,Jharkhand,14.34%,14550,Uplifted 14.34% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2312080112,23,Telangana,14.33%,14550,Uplifted 14.33% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2927030101,29,Chandigarh,14.33%,11850,Uplifted 14.33% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
80706200,8,Haryana,14.33%,14550,Uplifted 14.33% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2210120101,22,Tamil Nadu,14.32%,14550,Uplifted 14.32% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2337010131,23,Telangana,14.31%,16400,Uplifted 14.31% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) for 9 months.,1000,600,1,0
2210130101,22,Tamil Nadu,14.31%,13200,Uplifted 14.31% in Tamil Nadu due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
60203111,6,Goa,14.29%,8900,Uplifted 14.29% in Goa due to Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,0,600,1,1
2802140109,28,Andaman and Nicobar Islands,14.29%,13050,Uplifted 14.29% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
2917080101,29,Chandigarh,14.29%,11700,Uplifted 14.29% in Chandigarh due to Cash Transfer (700) + Food Subsidy (600) for 9 months.,700,600,0,0
81501121,8,Haryana,14.29%,14550,Uplifted 14.29% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1104060102,11,Karnataka,14.28%,11850,Uplifted 14.28% in Karnataka due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
1104030101,11,Karnataka,14.28%,12300,Uplifted 14.28% in Karnataka due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
250003200,25,Uttar Pradesh,14.27%,14300,Uplifted 14.27% in Uttar Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
81203100,8,Haryana,14.27%,14400,Uplifted 14.27% in Haryana due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
320801200,32,Delhi,14.27%,14550,Uplifted 14.27% in Delhi due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
929030201,9,Himachal Pradesh,14.27%,13200,Uplifted 14.27% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
331218200,33,Lakshadweep,14.26%,11700,Uplifted 14.26% in Lakshadweep due to Cash Transfer (700) + Food Subsidy (600) for 9 months.,700,600,0,0
2207010131,22,Tamil Nadu,14.26%,9800,Uplifted 14.26% in Tamil Nadu due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 9 months.,700,0,1,1
30206100,3,Assam,14.26%,14550,Uplifted 14.26% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
233801100,23,Telangana,14.26%,14400,Uplifted 14.26% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
290206100,29,Chandigarh,14.25%,9000,Uplifted 14.25% in Chandigarh due to Cash Transfer (1000) for 9 months.,1000,0,0,0
2407090101,24,Tripura,14.25%,15900,Uplifted 14.25% in Tripura due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
710280109,7,Gujarat,14.25%,15900,Uplifted 14.25% in Gujarat due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
1002070101,10,Jharkhand,14.25%,14550,Uplifted 14.25% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
311070201,3,Assam,14.24%,14400,Uplifted 14.24% in Assam due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
2734020101,27,West Bengal,14.24%,15900,Uplifted 14.24% in West Bengal due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
190915100,19,Odisha,14.24%,13050,Uplifted 14.24% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
3202040103,32,Delhi,14.24%,14550,Uplifted 14.24% in Delhi due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1014020111,10,Jharkhand,14.24%,15900,Uplifted 14.24% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2924090101,29,Chandigarh,14.23%,11850,Uplifted 14.23% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
273009100,27,West Bengal,14.22%,13050,Uplifted 14.22% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
929040101,9,Himachal Pradesh,14.21%,15900,Uplifted 14.21% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
923040101,9,Himachal Pradesh,14.19%,13200,Uplifted 14.19% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
610010121,6,Goa,14.19%,15900,Uplifted 14.19% in Goa due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
1912080101,19,Odisha,14.19%,15200,Uplifted 14.19% in Odisha due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
2114040121,21,Rajasthan,14.18%,15200,Uplifted 14.18% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
2422050101,24,Tripura,14.18%,6300,Uplifted 14.18% in Tripura due to Cash Transfer (700) for 9 months.,700,0,0,0
273204111,27,West Bengal,14.17%,9800,Uplifted 14.17% in West Bengal due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 9 months.,700,0,1,1
2410010112,24,Tripura,14.16%,15900,Uplifted 14.16% in Tripura due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2313020111,23,Telangana,14.16%,15900,Uplifted 14.16% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
331203200,33,Lakshadweep,14.15%,10500,Uplifted 14.15% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
3001040101,30,Dadra and Nagar Haveli,14.15%,11850,Uplifted 14.15% in Dadra and Nagar Haveli due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
60205100,6,Goa,14.14%,14550,Uplifted 14.14% in Goa due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
210901121,21,Rajasthan,14.14%,17900,Uplifted 14.14% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
301070201,3,Assam,14.14%,15900,Uplifted 14.14% in Assam due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
201040111,2,Arunachal Pradesh,14.13%,15900,Uplifted 14.13% in Arunachal Pradesh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
3329060103,33,Lakshadweep,14.13%,14550,Uplifted 14.13% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
270705111,27,West Bengal,14.12%,14550,Uplifted 14.12% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
280106100,28,Andaman and Nicobar Islands,14.12%,16550,Uplifted 14.12% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
91406100,9,Himachal Pradesh,14.12%,14300,Uplifted 14.12% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
20503222,2,Arunachal Pradesh,14.12%,3500,Uplifted 14.12% in Arunachal Pradesh due to Training Program (1) + Nrega Program (1) for 9 months.,0,0,1,1
948020202,9,Himachal Pradesh,14.11%,14550,Uplifted 14.11% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2014030201,20,Punjab,14.11%,17900,Uplifted 14.11% in Punjab due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
95102100,9,Himachal Pradesh,14.11%,10500,Uplifted 14.11% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
2703010221,27,West Bengal,14.11%,13200,Uplifted 14.11% in West Bengal due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
3324060101,33,Lakshadweep,14.11%,11700,Uplifted 14.11% in Lakshadweep due to Cash Transfer (700) + Food Subsidy (600) for 9 months.,700,600,0,0
2903010101,29,Chandigarh,14.11%,14550,Uplifted 14.11% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2328060201,23,Telangana,14.1%,14550,Uplifted 14.1% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2920210109,29,Chandigarh,14.1%,14550,Uplifted 14.1% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
330102200,33,Lakshadweep,14.1%,10500,Uplifted 14.1% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
3330080201,33,Lakshadweep,14.1%,14550,Uplifted 14.1% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
291802100,29,Chandigarh,14.09%,16550,Uplifted 14.09% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
190601141,19,Odisha,14.09%,14550,Uplifted 14.09% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
232006200,23,Telangana,14.08%,16550,Uplifted 14.08% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
130003200,13,Madhya Pradesh,14.08%,3500,Uplifted 14.08% in Madhya Pradesh due to Training Program (1) + Nrega Program (1) for 9 months.,0,0,1,1
160001100,16,Meghalaya,14.08%,10800,Uplifted 14.08% in Meghalaya due to Cash Transfer (1000) + Food Subsidy (200) for 9 months.,1000,200,0,0
967010212,9,Himachal Pradesh,14.08%,16550,Uplifted 14.08% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
1906100101,19,Odisha,14.08%,15900,Uplifted 14.08% in Odisha due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
160008200,16,Meghalaya,14.07%,14550,Uplifted 14.07% in Meghalaya due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
804010114,8,Haryana,14.07%,11850,Uplifted 14.07% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
1204080201,12,Kerala,14.07%,15900,Uplifted 14.07% in Kerala due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
291103200,29,Chandigarh,14.06%,14550,Uplifted 14.06% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1814020101,18,Nagaland,14.06%,13050,Uplifted 14.06% in Nagaland due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
824100101,8,Haryana,14.06%,13850,Uplifted 14.06% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
81308200,8,Haryana,14.06%,14550,Uplifted 14.06% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1306020201,13,Madhya Pradesh,14.05%,15900,Uplifted 14.05% in Madhya Pradesh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
273007100,27,West Bengal,14.05%,14550,Uplifted 14.05% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1909220121,19,Odisha,14.05%,15200,Uplifted 14.05% in Odisha due to Cash Transfer (700) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,700,600,1,1
191003122,19,Odisha,14.05%,15900,Uplifted 14.05% in Odisha due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
232002121,23,Telangana,14.05%,13850,Uplifted 14.05% in Telangana due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
2210020211,22,Tamil Nadu,14.04%,13200,Uplifted 14.04% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
20202111,2,Arunachal Pradesh,14.04%,14300,Uplifted 14.04% in Arunachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
290901200,29,Chandigarh,13.86%,3500,Uplifted 13.86% in Chandigarh due to Training Program (1) + Nrega Program (1) for 9 months.,0,0,1,1
804070101,8,Haryana,12.36%,1500,Uplifted 12.36% in Haryana due to Nrega Program (1) for 9 months.,0,0,0,1
